Name,Set,Imagefile,Color,Rarity,Cost,Class,Type,Range,Attack,Support,Skill1,Skill2,Skill3,Skill4
"Frederick, Cold Lieutenant",B01,B01-061N_SAMPLE.png,Blue,N,3(2),Great Knight,Male/Axe/Beast/Armored,1,70,20,Battlefield Mentor |SPEC| This card is unable to be played in the Bond Area.,-,-,-
"Frederick, Cold Lieutenant+",B01,B01-061STplus_SAMPLE.png,Blue,ST+,3(2),Great Knight,Male/Axe/Beast/Armored,1,70,20,Battlefield Mentor |SPEC| This card is unable to be played in the Bond Area.,-,-,-
"Virion, Duke of Rosanne",B01,B01-062HN_SAMPLE.png,Blue,HN,3(2),Sniper,Male/Bow,2,50,20,[CCS] Bowfaire |CONT| This unit gains +10 attack per other <Bow> ally. ([CCS] only comes into effect if this unit has Class Changed.),"Anti-Fliers |CONT| If this unit is attacking a <Flier>, this unit gains +30 attack.",-,-
"Virion, Archest Archer",B01,B01-063N_SAMPLE.png,Blue,N,1,Archer,Male/Bow,2,30,20,"Steel Bow |ACT| [Once per Turn] [Flip 1 Bond face-down] Until the end of the turn, this unit gains +10 attack.","Anti-Fliers |CONT| If this unit is attacking a <Flier>, this unit gains +30 attack.",-,"|ATK SUPP| Attack Emblem: Until the end of this combat, your attacking unit gains +20 attack."
"Sully, Crimson-Eyed Bull",B01,B01-064HN_SAMPLE.png,Blue,HN,3(2),Paladin,Female/Lance/Beast,1,60,10,"[CCS] Aegis |CONT|<Bow>, <Tome>, and <Dragonstone> enemies in the Back Line are unable to attack. ([CCS] only comes into effect if this unit has Class Changed.)","Crimson and Viridian Bond |CONT| If this unit is being supported by ""Stahl"", this unit gains +30 attack.",-,-
"Sully, Crimson-Eyed Bull+",B01,B01-064STplus_SAMPLE.png,Blue,ST+,3(2),Paladin,Female/Lance/Beast,1,60,10,"[CCS] Aegis |CONT|<Bow>, <Tome>, and <Dragonstone> enemies in the Back Line are unable to attack. ([CCS] only comes into effect if this unit has Class Changed.)","Crimson and Viridian Bond |CONT| If this unit is being supported by ""Stahl"", this unit gains +30 attack.",-,-
"Sully, Gallant Crimson Knight",B01,B01-065N_SAMPLE.png,Blue,N,1,Cavalier,Female/Lance/Beast,1,40,10,"Crimson and Viridian Bond |CONT| If this unit is being supported by ""Stahl"", this unit gains +30 attack.",-,-,"|ATK SUPP| Attack Emblem: Until the end of this combat, your attacking unit gains +20 attack."
"Stahl, Viridian-Eyed Panther",B01,B01-066HN_SAMPLE.png,Blue,HN,3(2),Paladin,Male/Sword/Beast,1,60,10,"[CCS] Aegis |CONT|<Bow>, <Tome>, and <Dragonstone> enemies in the Back Line are unable to attack. ([CCS] only comes into effect if this unit has Class Changed.)","Viridian and Crimson Bond |CONT| If this unit is being supported by ""Sully"", this unit gains +30 attack.",-,-
"Stahl, Viridian-Eyed Panther+",B01,B01-066STplus_SAMPLE.png,Blue,ST+,3(2),Paladin,Male/Sword/Beast,1,60,10,"[CCS] Aegis |CONT|<Bow>, <Tome>, and <Dragonstone> enemies in the Back Line are unable to attack. ([CCS] only comes into effect if this unit has Class Changed.)","Viridian and Crimson Bond |CONT| If this unit is being supported by ""Sully"", this unit gains +30 attack.",-,-
"Stahl, Pleasant Viridian Knight",B01,B01-067N_SAMPLE.png,Blue,N,1,Cavalier,Male/Sword/Beast,1,40,10,"Viridian and Crimson Bond |CONT| If this unit is supported by ""Sully"", this unit gains +30 attack.",-,-,"|ATK SUPP| Attack Emblem: Until the end of this combat, your attacking unit gains +20 attack."
"Sumia, Kind Flower of the Shepherds",B01,B01-068R_SAMPLE.png,Blue,R,3(2),Falcon Knight,Female/Lance/Flier/Beast,1,50,30,"[CCS] Rally Pegasi |CONT| If the card supporting an other ally is <Flier>, that card's Support gains +10 attack. ([CCS] only comes into effect if this unit has Class Changed.)",Heavens Flier |ACT| [Once Per Turn] Move this unit. This skill is only usable if this unit is untapped.,-,-
"Sumia, Maid of Flowers",B01,B01-069N_SAMPLE.png,Blue,N,1,Pegasus Knight,Female/Lance/Flier/Beast,1,30,30,"Winged Deliverer |ACT| [Tap this unit] Choose 1 other ally, and move them.",-,-,"|ATK SUPP| Flying Emblem: Choose 1 ally, other than your attacking unit. You may move that ally."
"Lon'qu, Solitary Blade",B01,B01-070R_SAMPLE.png,Blue,R,3(2),Swordmaster,Male/Sword,1,50,10,[CCS] Swordfaire |CONT| This unit gains +10 attack per other <Sword> ally. ([CCS] only comes into effect if this unit has Class Changed.),"Killing Edge |ACT| [Flip 3 Bonds face-down] Until the end of the turn, this unit's attacks cannot be evaded.",-,-
"Lon'qu, Solitary Blade+",B01,B01-070Rplus_SAMPLE.png,Blue,R+,3(2),Swordmaster,Male/Sword,1,50,10,[CCS] Swordfaire |CONT| This unit gains +10 attack per other <Sword> ally. ([CCS] only comes into effect if this unit has Class Changed.),"Killing Edge |ACT| [Flip 3 Bonds face-down] Until the end of the turn, this unit's attacks cannot be evaded.",-,-
"Lon'qu, Gynophobe",B01,B01-071N_SAMPLE.png,Blue,N,1,Myrmidon,Male/Sword,1,50,10,"Away, woman! |CONT| <Female> cards fail to support this unit.",-,-,"|ATK SUPP| Attack Emblem: Until the end of this combat, your attacking unit gains +20 attack."
"Maribelle, Dire Damsel",B01,B01-072N_SAMPLE.png,Blue,N,1,Troubadour,Female/Staff/Beast,-,20,20,"Heal |ACT| [Tap this unit, Flip 2 Bonds face-down] Choose 1 non-""Maribelle"" card from your Retreat Area, and add it to your hand.","Noblewoman's Etiquette |CONT| During your turn, allied ""Lissa"" gains +20 attack.",-,"|DEF SUPP| Miracle Emblem: Until the end of this combat, your opponent’s attacking unit cannot perform a Critical Hit."
"Gaius, Sweetest Assassin",B01,B01-073SR_SAMPLE.png,Blue,SR,3(2),Assassin,Male/Sword,1,50,10,"Assassination |ACT| [Tap this unit] Reveal the topmost card of the opponent's Deck. If that card has a Deployment Cost of 3 or higher, you may [Flip 2 Bonds face-down]. If you do, choose 1 enemy, and destroy it.","[CCS] ""Pay me in candy.""|AUTO| When this unit's ""Assassination"" destroys an enemy, draw 1 card. ([CCS] only triggers if this unit has Class Changed.)",-,-
"Gaius, Candy Stealer",B01,B01-074N_SAMPLE.png,Blue,N,1,Thief,Male/Sword,1,30,10,"Locktouch |ACT| [Tap this unit] Reveal the topmost card of your opponent's Deck. If that card has a Deployment Cost of 3 or higher, you may [Flip 1 Bond face-down]. If you do, draw 1 card.",-,-,|ATK SUPP| Thief Emblem: Reveal the topmost card of your opponent’s deck. You may send that card to the Retreat Area.
"Cordelia, Flawless Pegasus Knight",B01,B01-075SR_SAMPLE.png,Blue,SR,3(2),Dark Flier,Female/Lance/Flier/Beast,1,50,30,"Galeforce |AUTO| [Once per Turn] When this unit's attack destroys an enemy, untap this unit.","[CCS] Handcrafted Javelin |ACT| [Flip 1 Bond face-down] Until the end of the turn, all <Flier> allies acquire <Lance> and range 1-2. ([CCS] may only be used if this unit has Class Changed.)",-,-
"Cordelia, Knight Paragon",B01,B01-076N_SAMPLE.png,Blue,N,1,Pegasus Knight,Female/Lance/Flier/Beast,1,30,30,"Winged Deliverer |ACT| [Tap this unit] Choose 1 other ally, and move them.",-,-,"|ATK SUPP| Flying Emblem: Choose 1 ally, other than your attacking unit. You may move that ally."
"Gregor, Swell Sword",B01,B01-077N_SAMPLE.png,Blue,N,2,Mercenary,Male/Sword,1,40,10,"Gregor and the Little Dragon |CONT| If this unit is destroyed by an enemy's attack, play him in your Bond Area instead of sending him to the Retreat Area.",-,-,-
"Nowi, Eternal Youth",B01,B01-078R_SAMPLE.png,Blue,R,3,Manakete,Female/Dragonstone/Dragon,1-2,50,20,"Young Dragon |AUTO| When your turn ends, choose 1 of your Bond cards, and add it to your hand.","Longevous Dragon Tribe |CONT| If you have 6 or more Bond cards, this unit gains +30 attack.",-,-
"Nowi, Tomboyish Manakete",B01,B01-079N_SAMPLE.png,Blue,N,1,Manakete,Female/Dragonstone/Dragon,1-2,20,20,"Longevous Dragon Tribe |CONT| If you have 4 or more Bond cards, this unit gains +30 attack.","Odd Rhythm |CONT| If your total number of Bond cards is an odd number, this unit gains +10 attack.",-,"|ATK SUPP| Dragonkin Emblem: If the attacking unit is <Blue>, choose 1 card in your hand. You may place that card in your Bond Area."
"Tharja, Dark Mage of Love and Obsession",B01,B01-080SR_SAMPLE.png,Blue,SR,4(3),Sorcerer,Female/Tome,1-2,60,20,"Ruin |ACT| [Once per Turn] [Flip 3 Bonds face-down, Send 1 ""Tharja"" from your hand to the Retreat Area] Your opponent chooses 2 cards in their hand, and sends them to the Retreat Area. If this unit has Class Changed, your opponent instead chooses 3 cards from their hand, and sends them to the Retreat Area.","Forbidden Hex |CONT|If your opponent has no cards in their hand, this unit gains +20 attack.",-,-
"Tharja, Dark Mage of Love and Obsession+",B01,B01-080SRplus_SAMPLE.png,Blue,SR+,4(3),Sorcerer,Female/Tome,1-2,60,20,"Ruin |ACT| [Once per Turn] [Flip 3 Bonds face-down, Send 1 ""Tharja"" from your hand to the Retreat Area] Your opponent chooses 2 cards in their hand, and sends them to the Retreat Area. If this unit has Class Changed, your opponent instead chooses 3 cards from their hand, and sends them to the Retreat Area.","Forbidden Hex |CONT|If your opponent has no cards in their hand, this unit gains +20 attack.",-,-
"Tharja, Plegian Sorceress",B01,B01-081N_SAMPLE.png,Blue,N,2,Dark Mage,Female/Tome,1-2,40,20,"Flux |ACT| [Tap this unit, Flip 2 Bonds face-down] Your opponent choose 1 card from their hand, and sends it to the Retreat Area.",-,-,-
"Tharja, Grim Stalker",B01,B01-082HN_SAMPLE.png,Blue,HN,1,Dark Mage,Female/Tome,1-2,30,20,"Hex |CONT| During your turn, if you have more cards in your hand than your opponent, this unit gains +20 attack.",-,-,"|ATK SUPP| Darkness Emblem: If your opponent has 5 or more cards in their hand, your opponent chooses 1 card from their hand and sends it to the Retreat Area."
"Olivia, Shy Dancer",B01,B01-083R_SAMPLE.png,Blue,R,2,Dancer,Female/Sword,1,20,10,"Dance |ACT| [Tap this unit, Flip 2 Bonds face-down] Choose 1 ally that has attacked in this turn, and untap them.",-,-,-
"Cherche, Guardian of Rosanne",B01,B01-084R_SAMPLE.png,Blue,R,3(2),Wyvern Lord,Female/Axe/Flier/Dragon,1,50,30,[CCS] Rally Wyverns |CONT| All other <Flier> allies gain +10 attack. ([CCS] only comes into effect if this unit has Class Changed.),Heavens Flier |ACT| [Once Per Turn] Move this unit. This skill is only usable if this unit is untapped.,-,-
"Cherche, Wyvern Friend",B01,B01-085N_SAMPLE.png,Blue,N,1,Wyvern Rider,Female/Axe/Flier/Dragon,1,30,30,"Winged Deliverer |ACT| [Tap this unit] Choose 1 other ally, and move them.",-,-,"|ATK SUPP| Flying Emblem: Choose 1 ally, other than your attacking unit. You may move that ally."
"Henry, Smiling Sorcerer",B01,B01-086HN_SAMPLE.png,Blue,HN,3(2),Sorcerer,Male/Tome,1-2,50,20,"Mire |AUTO| Each time an other ally Class Changes, both players choose 1 card from their hands, and sends it to their Retreat Area.","[CCS] Mortal Hex |ACT| [Tap this unit, Flip 1 Bond face-down] Destroy this unit. Your opponent chooses 2 cards from their hand, and sends them to the Retreat Area. ([CCS] may only be used if this unit has Class Changed.)",-,-
"Henry, Twisted Mind",B01,B01-087N_SAMPLE.png,Blue,N,1,Dark Mage,Male/Tome,1-2,30,20,"Anathema |CONT| If your opponent has 4 or fewer cards in their hand, this unit gains +10 attack.",-,-,"|ATK SUPP| Darkness Emblem: If your opponent has 5 or more cards in their hand, your opponent chooses 1 card from their hand and sends it to the Retreat Area."
"Morgan (Male), Lad from Afar",B01,B01-088N_SAMPLE.png,Blue,N,2,Tactician,Male/Tome,1-2,40,20,"Tactician's Pedigree |AUTO| [Flip 2 Bonds face-down] When you deploy this unit, if you have fewer Orbs than your opponent, you may pay the cost and if you do: Add the topmost card of your deck to your Orb Area. This skill only triggers if you have an allied ""Robin (Female)"".",-,-,-
"Gerome, Soaring Black Wings",B01,B01-089HN_SAMPLE.png,Blue,HN,4(3),Wyvern Lord,Male/Axe/Flier/Dragon,1,60,30,"Swordbreaker |CONT| If this unit is in combat with a <Sword>, this unit gains +20 attack.","[CCS] Short Axe |ACT| [Once per Turn] [Flip 1 Bond face-down] Until the end of the turn, this unit gains +10 attack and acquires range 1-2. ([CCS] may only be used if this unit has Class Changed.)",-,-
"Gerome,  Masked Rider",B01,B01-090N_SAMPLE.png,Blue,N,2,Wyvern Rider,Male/Axe/Flier/Dragon,1,40,30,"Skyfaring Twin Wyverns |CONT| During your turn, this unit and allied ""Cherche"" gain +10 attack. This skill only is only active if you have an allied ""Cherche"".",-,-,-
"Owain, Chosen Warrior of Hope",B01,B01-091SR_SAMPLE.png,Blue,SR,4(3),Swordmaster,Male/Sword,1,70,10,"Radiant Dawn |ACT| [Send 1 ""Owain"" from your hand to the Retreat Area] Until the end of the turn, this unit’s attack is doubled.","[CCS] Mystletainn, the Apocryphal Brand |CONT| This unit is unable to inflict Critical Hits, but the number of Orbs that this unit's attacks will destroy becomes 2. ([CCS] only comes into effect if this unit has Class Changed.)",-,-
"Owain, Scion of Legend",B01,B01-092N_SAMPLE.png,Blue,N,2,Myrmidon,Male/Sword,1,50,10,"Sacred Stones |ACT| [Once per Turn] [Flip 1 Bond face-down] Until the end of the turn, this unit gains +10 attack.","Inherited Brand |CONT| If this unit is being supported by ""Lissa"", the number of Orbs that this unit’s attack will destroy becomes 2.",-,-
"Owain, Chosen One",B01,B01-093HN_SAMPLE.png,Blue,HN,1,Myrmidon,Male/Sword,1,40,10,"Apocryphal Brand? Missiletainn |ACT| [Flip 1 Bond face-down] Until the end of the turn, this unit loses -10 attack, but the number of Orbs that this unit’s attack will destroy becomes 2.",-,-,"|ATK SUPP| Attack Emblem: Until the end of this combat, your attacking unit gains +20 attack."
"Severa, Dream-Chasing Blade",B01,B01-094HN_SAMPLE.png,Blue,HN,3(2),Hero,Female/Sword,1,60,10,"Axebreaker |CONT| If this unit is in combat with an <Axe>, this unit gains +20 attack.","[CCS] Feminine Wiles |CONT| If the card supporting this unit is <Male>, this unit gains +10 attack.",-,-
"Severa, Secret Dreamer",B01,B01-095N_SAMPLE.png,Blue,N,1,Mercenary,Female/Sword,1,40,10,"Contrarian Heart |CONT| If you have an allied ""Cordelia"", this unit gains +10 attack.",-,-,"|ATK SUPP| Attack Emblem: Until the end of this combat, your attacking unit gains +20 attack."
"Noire, Two-Faced Archer",B01,B01-096N_SAMPLE.png,Blue,N,2,Archer,Female/Bow,2,40,20,"Hex Learned From Her Mother |CONT| During your turn, If you have more cards in your hand than your opponent, this unit gains +20 attack. This skill only comes into effect if you have an allied ""Tharja"".","Anti-Fliers |CONT| If this unit is attacking a <Flier>, this unit gains +30 attack.",-,-
"Inigo, A Man for Flowers",B01,B01-097R_SAMPLE.png,Blue,R,3(2),Hero,Male/Sword,1,60,10,"Sol |AUTO| When this unit's attack destroys an enemy, until the end of your opponent’s next turn, this unit gains +20 attack.","[CCS] Fated Rendezvous |CONT| If the card supporting this unit is <Female>, this unit gains +10 attack. ([CCS] only comes into effect if this unit has Class Changed.)",-,-
"Inigo, A Man for Flowers+",B01,B01-097Rplus_SAMPLE.png,Blue,R+,3(2),Hero,Male/Sword,1,60,10,"Sol |AUTO| When this unit's attack destroys an enemy, until the end of your opponent’s next turn, this unit gains +20 attack.","[CCS] Fated Rendezvous |CONT| If the card supporting this unit is <Female>, this unit gains +10 attack. ([CCS] only comes into effect if this unit has Class Changed.)",-,-
"Inigo, Flower Picker",B01,B01-098N_SAMPLE.png,Blue,N,1,Mercenary,Male/Sword,1,40,10,"Inigo the Flirt |AUTO| When this unit attacks, if you have an allied <Female>, then until the end of the turn, this unit gains +10 attack.",-,-,"|ATK SUPP| Attack Emblem: Until the end of this combat, your attacking unit gains +20 attack."
"Tiki, Divine Voice",B01,B01-099HN_SAMPLE.png,Blue,HN,2,Manakete,Female/Dragonstone/Dragon,1-2,30,20,"Voice of the Divine Dragon |ACT| [Once per Turn] [Flip 2 Bonds face-down] Choose 1 card from your hand, and play it in your Bond Area.","Longevous Dragon Tribe |CONT| If you have 5 or more Bond cards, this unit gains +30 attack.",-,-
"Anna, Secret Seller",B01,B01-100HN_SAMPLE.png,Blue,HN,3(2),Trickster,Female/Sword,1,20,10,"The Anna Sisters |CONT| This unit gains +10 attack per other allied ""Anna"" you have.","One Hundred Annas |SPEC| You may deploy this card even if you already have an allied ""Anna"", and you may have 2 or more allied ""Anna"" at once. |SPEC| You may have 5 or more cards with the same Card Name as this card in your deck. |CONT| ""Anna"" cards will successfully support this unit.",-,-
"Corrin (Male), Chosen Prince of the Divine Blade",B02,B02-001SR_SAMPLE.png,White,SR,5(4),Hoshido Noble,Male/Sword,1,70,20,"Banner of Light |ACT| [Flip 3 Bonds face-down, Send 1 ""Corrin (Male)"" from your hand to the Retreat Area] Choose 1 card with a Deployment Cost of 2 or lower from your hand, and deploy them. Until the end of the turn, all allied units gain +30 attack.","Untarnished White Sword |ACT| [Flip 3 Bonds , Send 1 ""Corrin (Male)"" from your hand to the Retreat Area] Choose 1 non-Main Character enemy, and destroy them. Then, choose 1 <White> card from your Retreat Area other than ""Corrin (Male)"", and add it to your hand.",-,-
"Corrin (Male), Chosen Prince of the Divine Blade+",B02,B02-001SRplus_SAMPLE.png,White,SR+,5(4),Hoshido Noble,Male/Sword,1,70,20,"Banner of Light |ACT| [Flip 3 Bonds face-down, Send 1 ""Corrin (Male)"" from your hand to the Retreat Area] Choose 1 card with a Deployment Cost of 2 or lower from your hand, and deploy them. Until the end of the turn, all allied units gain +30 attack.","Untarnished White Sword |ACT| [Flip 3 Bonds , Send 1 ""Corrin (Male)"" from your hand to the Retreat Area] Choose 1 non-Main Character enemy, and destroy them. Then, choose 1 <White> card from your Retreat Area other than ""Corrin (Male)"", and add it to your hand.",-,-
